Title,Authors,Source_Title,Publication_Year,DOI,Notes,country,region,level_of_data_collection,collection_method,confience,location_of_data_extraction,time_for_time_series,SPECIES,growth_type,taxa,Environment,MIN,MAX,AVERAGE,UNITS,SYSTEM notes,system,mean_tonnes_ha_year,fishprint_taxa,cal_100_g,p_100_g
"Comparison of intensive shrimp farming systems in Indonesia, Philippines, Taiwan and Thailand","Kongkeo, H",AQUACULTURE RESEARCH,1997,,table 10,indonesia,asia (not china),country,country data,medium,Table 10,1997,,monoculture,crustacean,sw,,,6.06,tonnes/ha/year,,ponds,6.06,,,
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,011",l. vannamaei,all- ponds,crustacean,sw,,,6.0268,m.t./ ha/ year,all systems,ponds,6.03,shrimp,85,20.1
"A demonstration of wastewater treatment for reuse applications in fish production and irrigation in Suez, Egypt","Shereif, MM; Easa, MES; ElSamra, MI; Mancy, KH",WATER SCIENCE AND TECHNOLOGY,1995,10.1016/0273-1223(96)00127-8,5-7 metric tonnes per ha per year. System A is 75m l x 20 m w fish poned(n=2),egypt,africa,farm,unclear,lo,abstract,1995,oreochromis niloticus ad mulgi sehli,polyculture,fish,fw,5,7,6,metrictons/ha/year,,ponds,6,tilapia,96,20.1
"Development of integrated, environmentally sound, inland shrimp production technologies for Litopenaeus vannamei","Samocha, TM; Lawrence, AL; Collins, CR; Emberson, CR; Harvin, JL; Van Wyk, PI",NEW WAVE PROCEEDINGS OF THE SPECIAL SESSION ON SUSTAINABLE SHRIMP FARMING,2001,,"seems like it should be really good, but the cycles reported are experimental and very short. I elected to only use table 11 which provided yearly estimates",united states,north america,farm,farm estimates,high,Tabl 11,1998,shrimp,monoculture,crustacean,sw,,,"5,748",kg/ha/year,ponds,ponds,5.75,shrimp,85,20.1
Coastal aquaculture and shrimp farming in North Vietnam and environmental cost estimation,"Lan, Tran Dinh",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,2009,10.1080/14634980903146791,Figures 2 and 3 have no units and are thus not useful. Data comes from Table 2.,vietnam,asia (not china),region,"government report (: Hai Phong Fisheries Department, 2001; MOFI, 2003.)",mid,table 2,1999,shrimp,monoculture,crustacean,sw,,,6.12820513,tons/ha/year,ponds,ponds,5.56,shrimp,85,20.1
Coastal aquaculture and shrimp farming in North Vietnam and environmental cost estimation,"Lan, Tran Dinh",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,2009,10.1080/14634980903146791,Figures 2 and 3 have no units and are thus not useful. Data comes from Table 2.,vietnam,asia (not china),region,"government report (: Hai Phong Fisheries Department, 2001; MOFI, 2003.)",mid,table 2,2001,shrimp,monoculture,crustacean,sw,,,5.92060606,tons/ha/year,ponds,ponds,5.37,shrimp,85,20.1
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,2005,carp,monoculture,fish,fw,,,5.5,t/ha/year,pond,ponds,4.99,oth_carp,127,17.8
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,2007,carp,monoculture,fish,fw,,,5.5,t/ha/year,pond,ponds,4.99,oth_carp,127,17.8
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,014",l. vannamaei,all- ponds,crustacean,sw,,,4.8003,m.t./ ha/ year,all systems,ponds,4.8,shrimp,85,20.1
"Shrimp-vegetable rotational farming system: An innovation of shrimp aquaculture in the tidal flat ponds of Hangzhou Bay, China","Ni, Meng; Yuan, Julin; Hua, Jianquan; Lian, Qingping; Guo, Aihuan; Liu, Mei; Xin, Jianmei; Wang, Haiyang; Gu, Zhimin",AQUACULTURE,2020,10.1016/j.aquaculture.2019.734864,"rotational experiment, so i used all 4 treatments. I did not calculate up to a year because its the equivelent of laying fallow",china,asia (not china),experiment,experiment,high,table 4,,Limpenaeus vannamei,monoculture,crustacean,sw,,,5.05,ton/ha/5 months,rotational approach w/ veggies,with crops,4.58,shrimp,85,20.1
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,2005,catfish,monoculture,fish,fw,,,5,t/ha/year,pond,ponds,4.54,catfish,119,15.2
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,2000,carp,monoculture,fish,fw,,,5,t/ha/year,pond,ponds,4.54,oth_carp,127,17.8
Redefining the Supply Chain Model on the Milicz Carp Market,"Raftowicz, Magdalena; Kalisiak-Medelska, Magdalena; Strus, Miroslaw",SUSTAINABILITY,2020,10.3390/su12072934,i used water area,poland,europe,farm,survey,high,table 1,,carp,monoculture,fish,fw,,,5,tones/ha/year,ponds,ponds,4.54,oth_carp,127,17.8
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,2009,pacu,monoculture,fish,fw,,,5,t/ha/year,pond,ponds,4.54,,,
"Shrimp-vegetable rotational farming system: An innovation of shrimp aquaculture in the tidal flat ponds of Hangzhou Bay, China","Ni, Meng; Yuan, Julin; Hua, Jianquan; Lian, Qingping; Guo, Aihuan; Liu, Mei; Xin, Jianmei; Wang, Haiyang; Gu, Zhimin",AQUACULTURE,2020,10.1016/j.aquaculture.2019.734864,"rotational experiment, so i used all 4 treatments. I did not calculate up to a year because its the equivelent of laying fallow",china,asia (not china),experiment,experiment,high,table 4,,Limpenaeus vannamei,monoculture,crustacean,sw,,,4.99,ton/ha/5 months,rotational approach w/ veggies,with crops,4.53,shrimp,85,20.1
"Shrimp-vegetable rotational farming system: An innovation of shrimp aquaculture in the tidal flat ponds of Hangzhou Bay, China","Ni, Meng; Yuan, Julin; Hua, Jianquan; Lian, Qingping; Guo, Aihuan; Liu, Mei; Xin, Jianmei; Wang, Haiyang; Gu, Zhimin",AQUACULTURE,2020,10.1016/j.aquaculture.2019.734864,"rotational experiment, so i used all 4 treatments. I did not calculate up to a year because its the equivelent of laying fallow",china,asia (not china),experiment,experiment,high,table 4,,Limpenaeus vannamei,monoculture,crustacean,sw,,,4.9,ton/ha/5 months,rotational approach w/ veggies,with crops,4.45,shrimp,85,20.1
"Shrimp-vegetable rotational farming system: An innovation of shrimp aquaculture in the tidal flat ponds of Hangzhou Bay, China","Ni, Meng; Yuan, Julin; Hua, Jianquan; Lian, Qingping; Guo, Aihuan; Liu, Mei; Xin, Jianmei; Wang, Haiyang; Gu, Zhimin",AQUACULTURE,2020,10.1016/j.aquaculture.2019.734864,"rotational experiment, so i used all 4 treatments. I did not calculate up to a year because its the equivelent of laying fallow",china,asia (not china),experiment,experiment,high,table 4,,Limpenaeus vannamei,monoculture,crustacean,sw,,,4.54,ton/ha/5 months,rotational approach w/ veggies,with crops,4.12,shrimp,85,20.1
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,1995,carp,monoculture,fish,fw,,,4.5,t/ha/year,pond,ponds,4.08,oth_carp,127,17.8
Production Methods and Resource Use at Litopenaeus vannamei and Penaeus monodon Farms in India Compared with Previous Findings from Thailand and Vietnam,"Boyd, Claude E.; McNevin, Aaron A.; Davis, Robert P.; Godumala, Ravibabu; Mohan, Avanigadda B. Ch.",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2018,10.1111/jwas.12524,Shrimp farms in India had average yields (pond surface basis) of 7.86 ± 1.04 (SE) m.t./ha/yr for Litopenaeus vannamei (n = 89) and 3.88 m.t./ha/yr for Penaeus monodon (n = 11).,india,asia (not china),farm,survey,mid,First paragraph under 'Production and Resource Use Efficiency',,Penaeus monodon,monoculture,crustacean,sw,2,6.3,3.88,mt/ha/year,ponds,ponds,3.88,shrimp,85,20.1
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,vietnam,asia (not china),farm,survey,mid,Table 3,,penaeus monodon,monoculture,crustacean,sw,,,3790,kg/ha/year,ponds,ponds,3.79,shrimp,85,20.1
Boom and bust in Andhra Pradesh: Development and transformation in India's domestic aquaculture value chain,"Belton, Ben; Padiyar, Arun; Ravibabu, G.; Rao, Gopal K.",AQUACULTURE,2017,10.1016/j.aquaculture.2016.12.019,I took the yearly estimates,india,asia (not china),region,survey,mid,table 3,1990,carp,monoculture,fish,fw,,,4,t/ha/year,pond,ponds,3.63,oth_carp,127,17.8
"Resource Use Assessment of Shrimp, Litopenaeus vannamei and Penaeus monodon, Production in Thailand and Vietnam","Boyd, Claude E.; McNevin, Aaron A.; Racine, Phoebe; Huynh Quoc Tinh; Hang Ngo Minh; Viriyatum, Rawee; Paungkaew, Duangchai; Engle, Carole",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12394,"L. vannamei averaged 17.3 and 10.9 m.t./ha/yr; P. monodon was produced at 0.2–0.4 m.t./ha/yr, with no inputs but water and postlarvae. In Vietnam, P. monodon production averaged 3.60 m.t./ha/yr.",vietnam,asia (not china),farm,survey,mid,text,,Penaeus monodon,monoculture,crustacean,sw,,,3.6,m.t/ha/year,ponds?,ponds,3.6,shrimp,85,20.1
Resource use in whiteleg shrimp Litopenaeus vannamei farming in Ecuador,"Boyd, Claude E.; Davis, Robert P.; Gonzalez Wilson, Arturo; Marcillo, Fabrizio; Brian, Susanna; McNevin, Aaron A.",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2021,10.1111/jwas.12818,,ecuador,south america,farm,survey,mid,table 5,,Shrimp,monoculture,crustacean,sw,,,3.8,t/ha/year,ponds,ponds,3.45,shrimp,85,20.1
Resource use in whiteleg shrimp Litopenaeus vannamei farming in Ecuador,"Boyd, Claude E.; Davis, Robert P.; Gonzalez Wilson, Arturo; Marcillo, Fabrizio; Brian, Susanna; McNevin, Aaron A.",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2021,10.1111/jwas.12818,,ecuador,south america,farm,survey,mid,table 5,,Shrimp,monoculture,crustacean,sw,,,3.67,t/ha/year,ponds,ponds,3.33,shrimp,85,20.1
Redefining the Supply Chain Model on the Milicz Carp Market,"Raftowicz, Magdalena; Kalisiak-Medelska, Magdalena; Strus, Miroslaw",SUSTAINABILITY,2020,10.3390/su12072934,i used water area,poland,europe,farm,survey,high,table 1,,carp,monoculture,fish,fw,,,3.5,tones/ha/year,ponds,ponds,3.18,oth_carp,127,17.8
"Comparison of intensive shrimp farming systems in Indonesia, Philippines, Taiwan and Thailand","Kongkeo, H",AQUACULTURE RESEARCH,1997,,table 10,philippines,asia (not china),country,country data,medium,Table 10,1997,,monoculture,crustacean,sw,,,3.05,tonnes/ha/year,,ponds,3.05,,,
"Comparison of intensive shrimp farming systems in Indonesia, Philippines, Taiwan and Thailand","Kongkeo, H",AQUACULTURE RESEARCH,1997,,table 10,taiwan,asia (not china),country,country data,medium,Table 10,1997,,monoculture,crustacean,sw,,,2.88,tonnes/ha/year,,ponds,2.88,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,USA,united states,north america,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,525,450,2800,kg/ha/year,rice crop rotation,with crops,2.8,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,australia- red claw,australia,australia,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,700,2000,2800,kg/ha/year,pond,ponds,2.8,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,australia- yabby,australia,australia,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,700,2000,2800,kg/ha/year,pond,ponds,2.8,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,australia- marron,australia,australia,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,1000,3000,2800,kg/ha/year,semi intensive pond,ponds,2.8,,,
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,thailand,asia (not china),farm,survey,mid,Table 3,,Litopenaeus vannamei,monoculture,crustacean,sw,,,1301,kg/ha/year,ponds,ponds,2.6,shrimp,85,20.1
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,013",p. monodon,all- ponds,crustacean,sw,,,1.3404,m.t./ ha/ year,all systems,ponds,1.34,shrimp,85,20.1
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,012",p. monodon,all- ponds,crustacean,sw,,,1.1881,m.t./ ha/ year,all systems,ponds,1.19,shrimp,85,20.1
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,016",p. monodon,all- ponds,crustacean,sw,,,1.1944,m.t./ ha/ year,all systems,ponds,1.19,shrimp,85,20.1
Effects of intensive fish farming on sediments of a temperate bay characterised by polyculture and strong currents,"Ji, Weiwei; Yokoyama, Hisashi; Fu, Jing; Zhou, Jin",AQUACULTURE REPORTS,2021,10.1016/j.aqrep.2020.100579,china,china,asia (not china),region,government data,mid,Table 1,,Gracilaria lemaneiformis,monoculture,algae,sw,,,130.168453,t/km2/year,Rope,on or off bottom,1.18,,,
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,014",p. monodon,all- ponds,crustacean,sw,,,1.077,m.t./ ha/ year,all systems,ponds,1.08,shrimp,85,20.1
